,date,time,line,start,stop,crowdedness,E,N,F,is_old_seat_empty,is_p_seat_empty,p_seat_empty_count,female,male,age,child,teenage,youth,middle_age,old_age,badge,pregnant,heavy,behavior1,behavior2,behavior3,cellphone,thinking,sleep,earphone,talking,calling,reading,makeup,eating,writing
114,2019. 8. 3.,19:03:00,1,종각,병점,N,0,1,0,1,0,,1,0,중년,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,핸드폰,,,1,0,0,0,0,0,0,0,0,0
115,2019. 8. 3.,17:04:00,1,종각,병점,N,0,1,0,1,0,,1,0,청년,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,핸드폰,,,1,0,0,0,0,0,0,0,0,0
116,2019. 8. 3.,19:29:00,1,종각,수원,N,0,1,0,0,0,,1,0,중년,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,대화,,,0,0,0,0,1,0,0,0,0,0
117,2019. 8. 3.,19:29:00,1,종각,용산,N,0,1,0,0,1,4.0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
118,2019. 8. 3.,19:38:00,1,종각,수원,N,0,1,0,0,0,,0,1,청소년,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,핸드폰,,,1,0,0,0,0,0,0,0,0,0
119,2019. 8. 3.,19:48:00,1,종각,수원,F,0,0,1,0,0,,1,0,청년,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,잠,,,0,0,1,0,0,0,0,0,0,0
120,2019. 8. 3.,20:11:00,1,종각,수원,F,0,0,1,0,0,,1,0,중년,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,핸드폰,,,1,0,0,0,0,0,0,0,0,0
121,2019. 8. 3.,20:11:00,1,종각,수원,F,0,0,1,0,0,,0,1,청년,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,핸드폰,,,1,0,0,0,0,0,0,0,0,0
122,2019. 8. 3.,20:28:00,1,종각,수원,F,0,0,1,0,0,,0,1,청년,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,멍,,,0,1,0,0,0,0,0,0,0,0
123,2019. 8. 3.,20:29:00,1,종각,수원,F,0,0,1,0,0,,0,1,어린이,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,핸드폰,,,1,0,0,0,0,0,0,0,0,0
124,2019. 8. 3.,20:40:00,1,종각,수원,F,0,0,1,0,0,,0,1,청년,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,대화,,,0,0,0,0,1,0,0,0,0,0
125,2019. 8. 3.,20:40:00,1,성균관대,수원,F,0,0,1,0,1,2.0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
126,2019. 8. 3.,9:42:00,10,야탑,왕십리,N,0,1,0,0,0,,0,1,중년,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,핸드폰,,,1,0,0,0,0,0,0,0,0,0
127,2019. 8. 3.,9:54:00,10,야탑,왕십리,N,0,1,0,1,0,,1,0,청년,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,멍,,,0,1,0,0,0,0,0,0,0,0
128,2019. 8. 3.,9:54:00,10,야탑,왕십리,N,0,1,0,1,0,,1,0,중년,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,멍,,,0,1,0,0,0,0,0,0,0,0
129,2019. 8. 3.,10:14:00,10,압구정로데오,왕십리,E,1,0,0,1,1,2.0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
130,2019. 8. 3.,10:14:00,10,압구정로데오,왕십리,E,1,0,0,1,1,2.0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
131,2019. 8. 3.,10:32:00,5,왕십리,광화문,N,0,1,0,1,0,,1,0,중년,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,핸드폰,,,1,0,0,0,0,0,0,0,0,0
132,2019. 8. 3.,10:32:00,5,왕십리,광화문,N,0,1,0,1,0,,1,0,중년,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,핸드폰,,,1,0,0,0,0,0,0,0,0,0
133,2019. 8. 3.,18:06:00,5,광화문,왕십리,F,0,0,1,1,0,,1,0,중년,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,핸드폰,,,1,0,0,0,0,0,0,0,0,0
134,2019. 8. 3.,18:06:00,5,광화문,왕십리,F,0,0,1,1,0,,1,0,청년,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,핸드폰,,,1,0,0,0,0,0,0,0,0,0
135,2019. 8. 3.,18:11:00,5,광화문,왕십리,F,0,0,1,1,0,,1,0,중년,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,핸드폰,,,1,0,0,0,0,0,0,0,0,0
136,2019. 8. 3.,18:15:00,5,광화문,왕십리,F,0,0,1,1,0,,1,0,노년,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,멍,,,0,1,0,0,0,0,0,0,0,0
137,2019. 8. 3.,18:23:00,10,왕십리,야탑,N,0,1,0,0,0,,1,0,청년,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,핸드폰,,,1,0,0,0,0,0,0,0,0,0
138,2019. 8. 3.,18:23:00,10,왕십리,가천대,N,0,1,0,0,1,13.0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
139,2019. 8. 3.,18:35:00,10,왕십리,야탑,F,0,0,1,0,0,,0,1,청년,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,핸드폰,,,1,0,0,0,0,0,0,0,0,0
140,2019. 8. 3.,18:49:00,10,왕십리,야탑,F,0,0,1,0,0,,1,0,노년,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,잠,,,0,0,1,0,0,0,0,0,0,0
141,2019. 8. 3.,19:01:00,10,왕십리,야탑,F,0,0,1,0,0,,1,0,노년,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,핸드폰,이어폰,,1,0,0,1,0,0,0,0,0,0
142,2019. 8. 3.,9:49:00,6,화랑대,태릉입구,N,0,1,0,1,1,1.0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
143,2019. 8. 3.,9:49:00,6,화랑대,돌곶이,N,0,1,0,1,1,3.0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
144,2019. 8. 3.,9:49:00,6,석계,돌곶이,N,0,1,0,1,1,1.0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
145,2019. 8. 3.,9:50:00,6,안암,창신,N,0,1,0,1,1,2.0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
146,2019. 8. 3.,9:50:00,6,보문,창신,N,0,1,0,1,1,1.0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
147,2019. 8. 3.,9:50:00,6,화랑대,청구,E,1,0,0,1,0,,1,0,노년,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,멍,,,0,1,0,0,0,0,0,0,0,0
148,2019. 8. 3.,9:50:00,6,화랑대,청구,E,1,0,0,1,0,,1,0,노년,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,독서,,,0,0,0,0,0,0,1,0,0,0
149,2019. 8. 3.,9:50:00,6,화랑대,청구,N,0,1,0,1,0,,0,1,노년,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,멍,,,0,1,0,0,0,0,0,0,0,0
150,2019. 8. 3.,9:50:00,6,화랑대,청구,N,0,1,0,1,0,,1,0,노년,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,멍,,,0,1,0,0,0,0,0,0,0,0
151,2019. 8. 3.,9:50:00,6,화랑대,청구,N,0,1,0,1,0,,1,0,청년,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,멍,,,0,1,0,0,0,0,0,0,0,0
152,2019. 8. 3.,9:50:00,6,화랑대,청구,N,0,1,0,1,0,,1,0,청년,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,이어폰,,,0,0,0,1,0,0,0,0,0,0
153,2019. 8. 3.,9:50:00,6,화랑대,청구,N,0,1,0,1,0,,1,0,어린이,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,이어폰,,,0,0,0,1,0,0,0,0,0,0
154,2019. 8. 3.,10:13:00,5,청구,광화문,E,1,0,0,1,0,,1,0,노년,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,멍,,,0,1,0,0,0,0,0,0,0,0
155,2019. 8. 3.,10:13:00,5,청구,광화문,E,1,0,0,1,0,,0,1,노년,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,멍,멍,,0,2,0,0,0,0,0,0,0,0
156,2019. 8. 3.,10:20:00,5,청구,광화문,E,1,0,0,1,0,,1,0,중년,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,핸드폰,,,1,0,0,0,0,0,0,0,0,0
157,2019. 8. 3.,19:20:00,5,광화문,청구,E,1,0,0,1,1,12.0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
158,2019. 8. 3.,19:20:00,6,청구,화랑대,E,1,0,0,1,1,12.0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
159,2019. 8. 3.,19:30:00,6,청구,화랑대,E,1,0,0,1,0,,0,1,중년,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,통화,,,0,0,0,0,0,1,0,0,0,0
160,2019. 8. 3.,18:03:00,1,종각,온수,E,1,0,0,0,0,,0,1,노년,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,필기,,,0,0,0,0,0,0,0,0,0,1
161,2019. 8. 3.,18:03:00,1,종각,온수,E,1,0,0,0,0,,1,0,중년,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,대화,,,0,0,0,0,1,0,0,0,0,0
162,2019. 8. 3.,18:31:00,1,구로,온수,E,1,0,0,0,1,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
163,2019. 8. 3.,18:43:00,7,온수,신중동,E,1,0,0,0,1,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
164,2019. 8. 3.,18:43:00,7,온수,까치울,E,1,0,0,0,1,1.0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
165,2019. 8. 3.,18:46:00,7,까치울,춘의,E,1,0,0,0,0,,1,0,중년,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,잠,,,0,0,1,0,0,0,0,0,0,0
166,2019. 8. 3.,18:50:00,7,춘의,신중동,E,1,0,0,0,1,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
167,2019. 8. 3.,8:36:00,1,수원,신길,E,1,0,0,1,0,,0,1,중년,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,핸드폰,,,1,0,0,0,0,0,0,0,0,0
168,2019. 8. 5.,8:27:00,1,병점,신길,F,0,0,1,1,0,,0,1,중년,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,핸드폰,,,1,0,0,0,0,0,0,0,0,0
169,2019. 8. 5.,8:27:00,1,병점,신길,F,0,0,1,1,0,,1,0,청년,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,핸드폰,이어폰,,1,0,0,1,0,0,0,0,0,0
170,2019. 8. 5.,8:36:00,1,수원,군포,E,1,0,0,1,1,5.0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
171,2019. 8. 5.,8:45:00,1,병점,수원,F,0,0,1,0,0,,0,1,노년,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,핸드폰,,,1,0,0,0,0,0,0,0,0,0
172,2019. 8. 5.,8:51:00,1,수원,신길,N,0,1,0,1,0,,0,1,중년,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,멍,,,0,1,0,0,0,0,0,0,0,0
173,2019. 8. 5.,8:53:00,1,수원,신길,N,0,1,0,1,0,,1,0,청년,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,핸드폰,,,1,0,0,0,0,0,0,0,0,0
174,2019. 8. 5.,8:53:00,1,금정,안양,N,0,1,0,1,1,2.0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
175,2019. 8. 5.,9:00:00,1,병점,신길,F,0,0,1,0,0,,1,0,노년,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,핸드폰,,,1,0,0,0,0,0,0,0,0,0
176,2019. 8. 5.,9:00:00,1,수원,신길,F,0,0,1,0,0,,1,0,중년,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,멍,,,0,1,0,0,0,0,0,0,0,0
177,2019. 8. 5.,9:08:00,1,병점,신길,F,0,0,1,1,0,,1,0,중년,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,잠,,,0,0,1,0,0,0,0,0,0,0
178,2019. 8. 5.,9:12:00,1,신도림,영등포,F,0,0,1,1,1,1.0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
179,2019. 8. 5.,9:13:00,1,수원,신길,F,0,0,1,0,0,,1,0,중년,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,핸드폰,,,1,0,0,0,0,0,0,0,0,0
180,2019. 8. 5.,9:15:00,1,병점,신길,F,0,0,1,1,0,,0,1,청년,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,핸드폰,,,1,0,0,0,0,0,0,0,0,0
181,2019. 8. 5.,9:20:00,5,신길,공덕,F,0,0,1,0,0,,0,1,노년,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,핸드폰,,,1,0,0,0,0,0,0,0,0,0
182,2019. 8. 5.,9:20:00,5,신길,공덕,N,0,1,0,0,0,,1,0,중년,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,멍,,,0,1,0,0,0,0,0,0,0,0
183,2019. 8. 5.,9:38:00,5,신길,공덕,F,0,0,1,0,0,,1,0,노년,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,멍,,,0,1,0,0,0,0,0,0,0,0
184,2019. 8. 5.,9:38:00,5,신길,공덕,F,0,0,1,0,0,,1,0,청년,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,핸드폰,,,1,0,0,0,0,0,0,0,0,0
185,2019. 8. 5.,8:29:00,10,야탑,왕십리,F,0,0,1,0,0,,1,0,청년,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,핸드폰,,,1,0,0,0,0,0,0,0,0,0
186,2019. 8. 5.,8:29:00,10,야탑,왕십리,F,0,0,1,0,0,,1,0,노년,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,핸드폰,,,1,0,0,0,0,0,0,0,0,0
187,2019. 8. 5.,8:38:00,10,복정,수서,F,0,0,1,0,1,1.0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
188,2019. 8. 5.,8:40:00,10,야탑,왕십리,F,0,0,1,0,0,,0,1,청년,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,핸드폰,잠,,1,0,1,0,0,0,0,0,0,0
189,2019. 8. 5.,8:43:00,10,야탑,왕십리,F,0,0,1,0,0,,1,0,중년,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,먹기,,,0,0,0,0,0,0,0,0,1,0
190,2019. 8. 5.,8:59:00,10,압구정로데오,왕십리,E,1,0,0,1,1,2.0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
191,2019. 8. 5.,9:13:00,5,왕십리,공덕,E,1,0,0,1,0,,1,0,청년,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,핸드폰,,,1,0,0,0,0,0,0,0,0,0
192,2019. 8. 5.,9:13:00,5,왕십리,공덕,E,1,0,0,1,1,11.0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
193,2019. 8. 5.,9:26:00,5,광화문,공덕,E,1,0,0,1,1,11.0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
194,2019. 8. 5.,9:20:00,6,불광,공덕,E,1,0,0,0,1,15.0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
195,2019. 8. 5.,9:20:00,6,불광,합정,E,1,0,0,0,1,7.0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
196,2019. 8. 5.,9:30:00,6,합정,공덕,E,1,0,0,0,0,,0,1,청년,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,핸드폰,,,1,0,0,0,0,0,0,0,0,0
197,2019. 8. 5.,18:35:00,5,공덕,신길,F,0,0,1,0,0,,1,0,중년,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,핸드폰,,,1,0,0,0,0,0,0,0,0,0
198,2019. 8. 5.,18:35:00,5,공덕,신길,F,0,0,1,0,0,,1,0,청년,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,핸드폰,,,1,0,0,0,0,0,0,0,0,0
199,2019. 8. 5.,18:48:00,1,신길,수원,N,0,1,0,0,0,,1,0,청년,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,핸드폰,,,1,0,0,0,0,0,0,0,0,0
200,2019. 8. 5.,18:48:00,1,신길,영등포,N,0,1,0,0,1,1.0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
201,2019. 8. 5.,18:51:00,1,신길,수원,N,0,1,0,0,0,,1,0,청년,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,핸드폰,,,1,0,0,0,0,0,0,0,0,0
202,2019. 8. 5.,8:53:00,6,화랑대,돌곶이,N,0,1,0,0,1,3.0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
203,2019. 8. 5.,8:53:00,6,화랑대,상월곡,N,0,1,0,0,1,4.0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
204,2019. 8. 5.,9:18:00,6,한강진,삼각지,N,0,1,0,1,1,3.0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
205,2019. 8. 5.,8:55:00,6,화랑대,공덕,N,0,1,0,0,0,,1,0,청년,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,핸드폰,,,1,0,0,0,0,0,0,0,0,0
206,2019. 8. 5.,8:55:00,6,화랑대,공덕,N,0,1,0,0,0,,1,0,노년,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,잠,,,0,0,1,0,0,0,0,0,0,0
207,2019. 8. 5.,8:58:00,6,화랑대,공덕,F,0,0,1,0,0,,1,0,청년,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,핸드폰,,,1,0,0,0,0,0,0,0,0,0
208,2019. 8. 5.,18:45:00,11,공덕,회기,F,0,0,1,0,0,,1,0,중년,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,핸드폰,,,1,0,0,0,0,0,0,0,0,0
209,2019. 8. 5.,18:45:00,11,공덕,회기,F,0,0,1,0,0,,1,0,중년,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,핸드폰,,,1,0,0,0,0,0,0,0,0,0
210,2019. 8. 5.,18:50:00,11,공덕,회기,F,0,0,1,0,0,,1,0,중년,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,핸드폰,이어폰,잠,1,0,1,1,0,0,0,0,0,0
211,2019. 8. 5.,20:44:00,5,공덕,신길,N,0,1,0,1,0,,1,0,중년,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,핸드폰,,,1,0,0,0,0,0,0,0,0,0
212,2019. 8. 5.,20:45:00,5,공덕,신길,N,0,1,0,1,1,4.0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
213,2019. 8. 5.,20:49:00,5,여의나루,신길,N,0,1,0,1,1,2.0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
214,2019. 8. 5.,21:02:00,1,신길,구로,N,0,1,0,1,1,3.0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
215,2019. 8. 5.,21:02:00,1,신길,독산,N,0,1,0,1,1,5.0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
216,2019. 8. 5.,21:10:00,1,신길,병점,N,0,1,0,1,0,,1,0,청년,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,핸드폰,,,1,0,0,0,0,0,0,0,0,0
217,2019. 8. 5.,21:16:00,1,신길,병점,N,0,1,0,1,0,,1,0,중년,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,멍,,,0,1,0,0,0,0,0,0,0,0
218,2019. 8. 5.,21:18:00,1,금천구청,병점,N,0,1,0,1,1,13.0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
219,2019. 8. 5.,21:41:00,1,의왕,병점,N,0,1,0,1,1,5.0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
220,2019. 8. 5.,20:58:00,6,공덕,불광,E,1,0,0,1,1,13.0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
221,2019. 8. 5.,20:59:00,6,공덕,디엠씨,E,1,0,0,1,1,6.0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
222,2019. 8. 5.,21:10:00,6,디엠씨,불광,N,0,1,0,1,0,,0,1,청년,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,멍,,,0,1,0,0,0,0,0,0,0,0
223,2019. 8. 5.,21:06:00,5,공덕,왕십리,E,1,0,0,1,1,11.0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
224,2019. 8. 5.,21:06:00,5,공덕,왕십리,E,1,0,0,1,1,11.0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
225,2019. 8. 5.,21:31:00,10,왕십리,야탑,E,1,0,0,1,1,16.0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
226,2019. 8. 5.,21:31:00,10,왕십리,서울숲,E,1,0,0,1,1,1.0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
227,2019. 8. 5.,21:37:00,10,서울숲,강남구청,E,1,0,0,1,0,,1,0,청년,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,핸드폰,,,1,0,0,0,0,0,0,0,0,0
228,2019. 8. 5.,21:41:00,10,강남구청,야탑,E,1,0,0,1,1,13.0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
229,2019. 8. 5.,8:36:00,7,신중동,온수,F,0,0,1,0,0,,1,0,청년,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,핸드폰,,,1,0,0,0,0,0,0,0,0,0
230,2019. 8. 5.,8:36:00,7,신중동,온수,F,0,0,1,0,0,,1,0,청년,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,핸드폰,,,1,0,0,0,0,0,0,0,0,0
231,2019. 8. 5.,8:46:00,1,온수,신길,N,0,1,0,0,0,,1,0,중년,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,핸드폰,,,1,0,0,0,0,0,0,0,0,0
232,2019. 8. 5.,8:46:00,1,온수,신길,N,0,1,0,0,0,,0,1,노년,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,멍,,,0,1,0,0,0,0,0,0,0,0
233,2019. 8. 5.,8:51:00,1,개봉,구로,N,0,1,0,0,1,2.0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
234,2019. 8. 5.,8:57:00,1,온수,신길,N,0,1,0,0,0,,1,0,중년,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,핸드폰,,,1,0,0,0,0,0,0,0,0,0
